31.196316 121.446793 1 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1962392222 121.446841222 1.55555555556 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961624444 121.446889444 2.11111111111 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960856667 121.446937667 2.66666666667 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960088889 121.446985889 3.22222222222 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1959321111 121.447034111 3.77777777778 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1958553333 121.447082333 4.33333333333 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1957785556 121.447130556 4.88888888889 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1957017778 121.447178778 5.44444444444 31.1963329243 121.447290643 31.1956402993 121.445963891
31.195625 121.447227 6.0 31.1963329243 121.447290643 31.1956402993 121.445963891
31.19570275 121.447242375 6.625 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1957805 121.44725775 7.25 31.1963329243 121.447290643 31.1956402993 121.445963891
31.19585825 121.447273125 7.875 31.1963329243 121.447290643 31.1956402993 121.445963891
31.195936 121.4472885 8.5 31.1963329243 121.447290643 31.1956402993 121.445963891
31.19601375 121.447303875 9.125 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960915 121.44731925 9.75 31.1963329243 121.447290643 31.1956402993 121.445963891
31.19616925 121.447334625 10.375 31.1963329243 121.447290643 31.1956402993 121.445963891
31.196247 121.44735 11.0 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1962367333 121.447246133 11.0666666667 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1962264667 121.447142267 11.1333333333 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1962162 121.4470384 11.2 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1962059333 121.446934533 11.2666666667 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961956667 121.446830667 11.3333333333 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961854 121.4467268 11.4 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961751333 121.446622933 11.4666666667 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961648667 121.446519067 11.5333333333 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961546 121.4464152 11.6 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961443333 121.446311333 11.6666666667 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961340667 121.446207467 11.7333333333 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961238 121.4461036 11.8 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961135333 121.445999733 11.8666666667 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1961032667 121.445895867 11.9333333333 31.1963329243 121.447290643 31.1956402993 121.445963891
31.196093 121.445792 12.0 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960827333 121.445688133 12.0666666667 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960724667 121.445584267 12.1333333333 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960622 121.4454804 12.2 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960519333 121.445376533 12.2666666667 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960416667 121.445272667 12.3333333333 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960314 121.4451688 12.4 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960211333 121.445064933 12.4666666667 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960108667 121.444961067 12.5333333333 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1960006 121.4448572 12.6 unknown
31.1959903333 121.444753333 12.6666666667 unknown
31.1959800667 121.444649467 12.7333333333 unknown
31.1959698 121.4445456 12.8 unknown
31.1959595333 121.444441733 12.8666666667 unknown
31.1959492667 121.444337867 12.9333333333 unknown
31.195939 121.444234 13.0 unknown
31.1959287333 121.444130133 13.0666666667 unknown
31.1959184667 121.444026267 13.1333333333 unknown
31.1959082 121.4439224 13.2 unknown
31.1958979333 121.443818533 13.2666666667 unknown
31.1958876667 121.443714667 13.3333333333 unknown
31.1958774 121.4436108 13.4 unknown
31.1958671333 121.443506933 13.4666666667 unknown
31.1958568667 121.443403067 13.5333333333 unknown
31.1958466 121.4432992 13.6 unknown
31.1958363333 121.443195333 13.6666666667 unknown
31.1958260667 121.443091467 13.7333333333 unknown
31.1958158 121.4429876 13.8 unknown
31.1958055333 121.442883733 13.8666666667 unknown
31.1957952667 121.442779867 13.9333333333 unknown
31.195785 121.442676 14.0 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1957747333 121.442572133 14.0666666667 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1957644667 121.442468267 14.1333333333 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1957542 121.4423644 14.2 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1957439333 121.442260533 14.2666666667 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1957336667 121.442156667 14.3333333333 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1957234 121.4420528 14.4 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1957131333 121.441948933 14.4666666667 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1957028667 121.441845067 14.5333333333 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1956926 121.4417412 14.6 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1956823333 121.441637333 14.6666666667 31.1969332562 121.440983979 31.1947806275 121.44201626
31.1956720667 121.441533467 14.7333333333 31.1969332562 121.440983979 31.1947806275 121.44201626
