46,31.196121,121.447289,1
146,31.19599,121.447166,6
246,31.195858,121.447678,11
346,31.196226,121.447418,16
446,31.196045,121.446968,21
546,31.19413,121.443626,26
646,31.193998,121.443558,31
746,31.193945,121.443024,36
846,31.193483,121.44281,41
946,31.193672,121.443764,46
1046,31.192711,121.443451,51
1147,31.196457,121.441177,56
1247,31.195097,121.441574,61
1347,31.195259,121.441437,66
1447,31.19696,121.440956,71
1547,31.196947,121.440735,76
1647,31.197517,121.44072,81
1747,31.198818,121.440414,86
1847,31.199499,121.441551,91
1947,31.199669,121.440643,96
2047,31.199829,121.44326,101
2147,31.199823,121.443092,106
2247,31.199903,121.44326,111
2347,31.200264,121.443291,116
2447,31.200443,121.445007,121
2547,31.200527,121.445213,126
2647,31.200527,121.445305,131
2747,31.199451,121.445694,136
2847,31.199089,121.446198,141
2947,31.19883,121.445847,146
3047,31.197937,121.446594,151
3147,31.19706,121.4478,156
3247,31.196289,121.446915,161
3347,31.196186,121.447388,166
3447,31.193953,121.446388,171
3547,31.194731,121.448891,176
3647,31.193377,121.447021,181
3747,31.194344,121.449234,186
3847,31.19396,121.449303,191
3947,31.193443,121.449318,196
4047,31.193907,121.449867,201
4147,31.192904,121.449654,206
4247,31.191381,121.448441,211
4347,31.192242,121.448654,216
4447,31.191685,121.447968,221
4547,31.191717,121.446312,226
4647,31.191336,121.446449,231
4747,31.191076,121.445053,236
4847,31.190935,121.445717,241
4947,31.190977,121.444199,246
5047,31.191561,121.443878,251
5147,31.191538,121.443977,256
5247,31.192774,121.442947,261
5347,31.193081,121.443085,266
