78,31.195864,121.447678,1
178,31.195765,121.447525,6
278,31.196091,121.447754,11
378,31.196127,121.447342,16
478,31.195549,121.447632,21
578,31.193834,121.443581,26
678,31.193966,121.443428,31
778,31.193644,121.443054,36
878,31.193731,121.442856,41
978,31.193907,121.443733,46
1078,31.194759,121.443733,51
1179,31.194553,121.442032,56
1279,31.194334,121.44146,61
1379,31.195732,121.44162,66
1479,31.196812,121.440804,71
1579,31.196873,121.440475,76
1679,31.198084,121.4403,81
1779,31.19911,121.441154,86
1879,31.19964,121.441498,91
1979,31.199339,121.440727,96
2079,31.199802,121.442329,101
2179,31.199875,121.444061,106
2279,31.199537,121.442329,111
2379,31.200483,121.443443,116
2479,31.200151,121.445396,121
2579,31.200857,121.444855,126
2679,31.199989,121.445465,131
2779,31.197655,121.446838,136
2879,31.199011,121.446098,141
2979,31.198889,121.446503,146
3079,31.198526,121.44706,151
3179,31.198839,121.446526,156
3279,31.197092,121.44722,161
3379,31.196825,121.447807,166
3479,31.194452,121.448936,171
3579,31.194725,121.448616,176
3679,31.194071,121.449242,181
3779,31.194483,121.448906,186
3879,31.194248,121.449036,191
3979,31.192749,121.449722,196
4079,31.192678,121.450203,201
4179,31.193167,121.449501,206
4279,31.192337,121.448578,211
4379,31.192566,121.448402,216
4479,31.191841,121.44738,221
4579,31.191704,121.449226,226
4679,31.191189,121.445145,231
4779,31.190891,121.446274,236
4879,31.191078,121.445244,241
4979,31.190523,121.444122,246
5079,31.191442,121.443733,251
5179,31.191462,121.444214,256
5279,31.192957,121.443161,261
5381,31.19319,121.442482,266
