32,31.19652,121.447342,1
132,31.196136,121.447525,6
232,31.196217,121.447296,11
332,31.196091,121.446823,16
432,31.196135,121.447083,21
532,31.194256,121.443962,26
632,31.193892,121.443268,31
732,31.194227,121.443382,36
832,31.193813,121.442673,41
932,31.193502,121.44323,46
1032,31.194649,121.442627,51
1132,31.19433,121.442764,56
1233,31.194664,121.441574,61
1333,31.195398,121.441963,66
1433,31.196728,121.440948,71
1533,31.196735,121.440727,76
1633,31.198723,121.440498,81
1733,31.199024,121.440178,86
1833,31.199768,121.441727,91
1933,31.199696,121.440735,96
2033,31.199778,121.443329,101
2133,31.199417,121.44252,106
2233,31.200081,121.443619,111
2333,31.200525,121.443047,116
2433,31.200579,121.445068,121
2533,31.200583,121.445175,126
2633,31.20043,121.445221,131
2733,31.199453,121.44529,136
2833,31.199095,121.445572,141
2933,31.197924,121.446373,146
3033,31.197609,121.446678,151
3133,31.198696,121.44651,156
3233,31.196188,121.447815,161
3333,31.197155,121.447021,166
3433,31.196785,121.447182,171
3533,31.195278,121.447762,176
3633,31.194277,121.448669,181
3733,31.194542,121.449554,186
3833,31.194284,121.447456,191
3933,31.193916,121.448212,196
4033,31.192816,121.44989,201
4133,31.193136,121.449753,206
4233,31.192257,121.448792,211
4333,31.192394,121.449219,216
4433,31.192417,121.445328,221
4533,31.191956,121.447502,226
4633,31.191185,121.445862,231
4733,31.191277,121.446014,236
4833,31.191715,121.445541,241
4933,31.19145,121.445999,246
5033,31.190861,121.443985,251
5133,31.191536,121.444649,256
5233,31.192463,121.44323,261
5333,31.193136,121.443047,266
