56,31.196318,121.44735,1
156,31.195953,121.447083,6
256,31.196123,121.447113,11
356,31.196041,121.446693,16
456,31.195551,121.446251,21
556,31.193996,121.443771,26
656,31.193577,121.44265,31
756,31.193651,121.442772,36
856,31.193476,121.442856,41
956,31.193581,121.443642,46
1056,31.191971,121.443573,51
1157,31.195415,121.441589,56
1257,31.194321,121.442001,61
1357,31.195875,121.441795,66
1457,31.196833,121.440781,71
1557,31.19692,121.440758,76
1657,31.198627,121.440407,81
1757,31.199089,121.440315,86
1857,31.199854,121.441025,91
1957,31.199469,121.441483,96
2057,31.199934,121.442688,101
2157,31.200041,121.443298,106
2257,31.200409,121.443695,111
2357,31.200394,121.443512,116
2457,31.20019,121.445099,121
2557,31.200329,121.445229,126
2657,31.200315,121.445175,131
2757,31.199812,121.446053,136
2857,31.199478,121.445847,141
2957,31.199451,121.446007,146
3057,31.196964,121.446625,151
3157,31.196651,121.447174,156
3257,31.196497,121.44725,161
3357,31.195919,121.447945,166
3457,31.194382,121.445259,171
3557,31.19516,121.447845,176
3657,31.194925,121.448906,181
3757,31.194744,121.448631,186
3857,31.194429,121.44931,191
3957,31.194254,121.449593,196
4057,31.193272,121.449654,201
4157,31.192732,121.450378,206
4257,31.192059,121.448265,211
4357,31.19212,121.448906,216
4457,31.191776,121.448021,221
4557,31.191582,121.447372,226
4657,31.19083,121.446465,231
4757,31.191332,121.445641,236
4857,31.191578,121.445511,241
4957,31.190542,121.444931,246
5057,31.190813,121.444054,251
5157,31.191534,121.444214,256
5257,31.193039,121.443558,261
5358,31.193588,121.442932,266
