54,31.196142,121.447395,1
154,31.19545,121.447685,6
254,31.195772,121.447395,11
354,31.195925,121.446602,16
454,31.195576,121.446938,21
554,31.194201,121.443573,26
654,31.193779,121.44297,31
754,31.193823,121.442467,36
854,31.193438,121.442253,41
954,31.193483,121.443604,46
1054,31.19294,121.442856,51
1155,31.195271,121.441628,56
1255,31.194981,121.441536,61
1355,31.194822,121.441193,66
1455,31.196564,121.440971,71
1555,31.197556,121.44091,76
1655,31.198133,121.440514,81
1755,31.199236,121.44088,86
1855,31.199842,121.441139,91
1955,31.199675,121.44146,96
2055,31.19968,121.443024,101
2155,31.199697,121.443558,106
2255,31.199902,121.443779,111
2355,31.200407,121.442909,116
2455,31.200844,121.445206,121
2555,31.200296,121.445213,126
2655,31.200411,121.444984,131
2755,31.199247,121.446152,136
2855,31.199234,121.446075,141
2955,31.19923,121.445908,146
3055,31.197748,121.4468,151
3155,31.196812,121.446899,156
3255,31.196005,121.447502,161
3355,31.195913,121.447617,166
3455,31.194729,121.446205,171
3555,31.194641,121.448769,176
3655,31.19496,121.448425,181
3755,31.19396,121.448952,186
3855,31.193579,121.449089,191
3955,31.193548,121.448959,196
4055,31.19294,121.450409,201
4155,31.192907,121.449478,206
4255,31.192118,121.448997,211
4355,31.191938,121.448212,216
4455,31.191601,121.447571,221
4555,31.191601,121.44841,226
4655,31.191212,121.44635,231
4755,31.191351,121.445786,236
4855,31.191135,121.445366,241
4955,31.191357,121.444374,246
5055,31.190937,121.444328,251
5155,31.192068,121.444321,256
5255,31.19347,121.443237,261
5355,31.192938,121.442314,266
