66,31.195955,121.446823,1
166,31.195999,121.44693,6
266,31.196255,121.447075,11
366,31.196217,121.447273,16
466,31.195698,121.44725,21
566,31.194101,121.443665,26
666,31.193863,121.443138,31
766,31.193571,121.442741,36
866,31.193434,121.442581,41
966,31.193657,121.443207,46
1066,31.195795,121.443748,51
1167,31.1945,121.442123,56
1267,31.194454,121.441833,61
1367,31.194788,121.442589,66
1467,31.196407,121.440933,71
1567,31.197159,121.440735,76
1667,31.198563,121.440536,81
1767,31.198858,121.440315,86
1867,31.199804,121.441208,91
1967,31.199415,121.441078,96
2067,31.199717,121.442589,101
2167,31.199978,121.44297,106
2267,31.200186,121.444115,111
2367,31.200491,121.443413,116
2467,31.199879,121.444801,121
2567,31.200409,121.445679,126
2667,31.200178,121.445297,131
2767,31.198872,121.446121,136
2867,31.198744,121.446068,141
2967,31.198805,121.44648,146
3067,31.196627,121.447083,151
3167,31.197632,121.446762,156
3267,31.195793,121.447365,161
3367,31.197092,121.447517,166
3467,31.19491,121.447578,171
3567,31.194897,121.447891,176
3667,31.194441,121.450134,181
3767,31.194626,121.448547,186
3867,31.193632,121.449631,191
3967,31.193367,121.449623,196
4067,31.192932,121.449928,201
4167,31.192858,121.449333,206
4267,31.192429,121.448875,211
4367,31.191744,121.44828,216
4467,31.191978,121.447701,221
4567,31.192076,121.447685,226
4667,31.19092,121.445808,231
4767,31.191257,121.446045,236
4867,31.191324,121.445107,241
4967,31.191557,121.44175,246
5067,31.191652,121.443672,251
5167,31.191853,121.443901,256
5267,31.19285,121.44352,261
5368,31.193136,121.443222,266
