17,31.19768,121.447006,1
117,31.196127,121.447289,6
217,31.195944,121.446884,11
317,31.19565,121.446037,16
417,31.19615,121.446892,21
517,31.194595,121.445,26
617,31.193884,121.443466,31
717,31.193987,121.44294,36
817,31.19371,121.442413,41
917,31.193346,121.442978,46
1017,31.193619,121.443161,51
1117,31.192362,121.443077,56
1218,31.194616,121.441612,61
1318,31.195694,121.442543,66
1418,31.196589,121.441101,71
1518,31.196882,121.440758,76
1618,31.1975,121.440407,81
1718,31.198448,121.439987,86
1818,31.199572,121.441383,91
1918,31.199516,121.440994,96
2018,31.199741,121.442558,101
2118,31.20046,121.443321,106
2218,31.199856,121.443138,111
2318,31.200264,121.443199,116
2418,31.200569,121.444084,121
2518,31.200838,121.444885,126
2618,31.201031,121.444771,131
2718,31.199804,121.445549,136
2818,31.199064,121.445976,141
2918,31.198557,121.446106,146
3018,31.198826,121.446335,151
3118,31.196939,121.447144,156
3218,31.198183,121.446968,161
3318,31.196743,121.446968,166
3418,31.19627,121.447342,171
3518,31.194744,121.448341,176
3618,31.19455,121.448227,181
3718,31.194048,121.448494,186
3818,31.194309,121.44915,191
3918,31.193598,121.448975,196
4018,31.193459,121.450256,201
4118,31.192724,121.44957,206
4218,31.192623,121.448967,211
4318,31.19207,121.448837,216
4418,31.191711,121.448105,221
4518,31.191826,121.447845,226
4618,31.191181,121.445908,231
4718,31.19128,121.446075,236
4818,31.191471,121.445312,241
4918,31.191265,121.445198,246
5018,31.191442,121.443825,251
5118,31.191319,121.444237,256
5218,31.191967,121.443222,261
5318,31.19301,121.443108,266
