31.196321 121.447792 1 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1963373333 121.447690333 1.83333333333 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1963536667 121.447588667 2.66666666667 31.1957091472 121.44793051 31.1963329243 121.447290643
31.19637 121.447487 3.5 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1963863333 121.447385333 4.33333333333 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1964026667 121.447283667 5.16666666667 31.1957091472 121.44793051 31.1963329243 121.447290643
31.196419 121.447182 6.0 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1963358571 121.447203714 6.71428571429 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1962527143 121.447225429 7.42857142857 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1961695714 121.447247143 8.14285714286 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1960864286 121.447268857 8.85714285714 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1960032857 121.447290571 9.57142857143 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1959201429 121.447312286 10.2857142857 31.1957091472 121.44793051 31.1963329243 121.447290643
31.195837 121.447334 11.0 31.1957091472 121.44793051 31.1963329243 121.447290643
31.19592575 121.4473475 12.25 31.1957091472 121.44793051 31.1963329243 121.447290643
31.1960145 121.447361 13.5 31.1957091472 121.44793051 31.1963329243 121.447290643
31.19610325 121.4473745 14.75 31.1957091472 121.44793051 31.1963329243 121.447290643
31.196192 121.447388 16.0 31.1957091472 121.44793051 31.1963329243 121.447290643
31.196127 121.4473325 17.25 31.1957091472 121.44793051 31.1963329243 121.447290643
31.196062 121.447277 18.5 31.1957091472 121.44793051 31.1963329243 121.447290643
31.195997 121.4472215 19.75 31.1963329243 121.447290643 31.1956402993 121.445963891
31.195932 121.447166 21.0 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1958843714 121.447077743 21.1428571429 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1958367429 121.446989486 21.2857142857 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1957891143 121.446901229 21.4285714286 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1957414857 121.446812971 21.5714285714 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1956938571 121.446724714 21.7142857143 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1956462286 121.446636457 21.8571428571 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1955986 121.4465482 22.0 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1955509714 121.446459943 22.1428571429 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1955033429 121.446371686 22.2857142857 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1954557143 121.446283429 22.4285714286 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1954080857 121.446195171 22.5714285714 31.1963329243 121.447290643 31.1956402993 121.445963891
31.1953604571 121.446106914 22.7142857143 31.1956402993 121.445963891 31.1951375649 121.445421144
31.1953128286 121.446018657 22.8571428571 31.1956402993 121.445963891 31.1951375649 121.445421144
31.1952652 121.4459304 23.0 31.1956402993 121.445963891 31.1951375649 121.445421144
